target_deathrate,incidencerate,medincome,pcths25_over,pctbachdeg25_over,pctpubliccoverage,pctpubliccoveragealone,povertypercent
181.9,441.6,47299,31.3,9.3,31.7,17.7,17.5
110.4,214.8,32086,24.5,6.4,46,34.2,26.7
198.5,476.8,43385,34.6,11,33.1,19,20.5
158.9,422.7,51508,31.2,10.8,34.3,18.8,13.9
142.5,435.8,63054,34.9,10.5,23.2,7.4,8.6
166.4,417.2,52030,40.5,7.2,33,16.6,14.9
189.2,409.1,52185,33.9,13.6,29.7,16.2,14.7
188.9,448.1,41017,44,7,39,20.2,17.7
168,294.6,46364,21.1,18.7,40.3,17.8,13.1
187.7,445.6,41147,33.3,13,33.1,20.5,21.2
202.2,385.1,36929,30.2,9.3,37.9,20.6,22.5
164.6,353.8,46200,34.1,7.3,33,20.1,20.2
185,444.7,55926,31.7,12.4,26.8,16.5,13.3
179.9,420.3,41079,39,7.2,39.8,21,23.4
178.1,424.2,43986,36.3,10,38.3,21.3,22.3
132.7,385.2,77764,21.1,26.7,28.3,11,8.3
166.3,411.2,44113,27.8,18.4,42.5,19.2,17.6
183.1,376.8,38750,35.4,12.7,40.7,16.7,18.5
179,297.2,39335,27.9,11.1,33.9,16.3,21
164.1,445.2,40884,22.1,16.9,31.5,18.7,22.8
165.2,352,36929,37,12.1,39.3,21.7,21.3
187.3,469.5,41009,34.7,10.7,37.1,21.5,18.6
183.6,373.6,37111,30.5,11.6,38.5,26.4,22.6
215,411.8,50699,25.8,14.1,33.9,14.5,14.4
135.7,307.1,38012,32.7,10.1,41.8,27.5,28.1
148.2,414.2,47041,41.6,11.9,32.4,16,13.8
143.4,365.5,52895,39.1,12.3,31.3,15.7,13
205.4,405,45159,36.2,12,41.5,23.3,13.5
203.2,401.7,47123,38,6.7,32,20.9,17.4
201.8,432.2,37256,35.7,9.9,39.8,22.7,19.6
106.1,318.9,60810,37.2,14.2,22.6,10.3,10.6
147.1,316.6,51481,36,9.9,31.3,14.7,15.5
168.7,395.8,45096,27.2,19.4,47.8,21.4,14.9
163.7,430,45719,25.9,17.4,28.2,16.6,17.7
154.4,303,41589,31.9,12.5,39.1,24.4,18.3
186.9,430.6,39649,31.3,10.7,41.8,22.3,18.9
181.6,432.6,43488,27.9,14.6,31.2,17.9,19.7
165.3,403,39030,36.8,7.8,37.4,18.7,21.5
205,423.4,34452,37.6,8.7,42.9,22.1,23.1
153.2,331.3,61896,35.5,13,21.3,12.5,12.5
187.2,307.6,42820,34.7,15.3,38.1,17.7,14.8
166.6,420.8,41587,35.4,11.7,35.7,22.2,22.1
150.2,355.1,32248,22.4,7.7,34.8,24.6,26.5
155.6,343.3,53440,31.9,13.2,33.6,16.7,14.3
173.9,279.3,32580,30.3,8.8,43.3,19.4,22.7
148.3,388.7,74811,23.6,18.3,20.5,10.3,9.9
206.1,429.4,41849,37.5,12.3,38.8,18.4,18.3
135.8,369.1,38564,26.8,14.7,35.7,13.1,17.1
211.8,434,41363,33.4,8.5,29.9,13,20.7
209.9,434.5,48996,34.1,11.5,34.2,14.8,14.8
164.9,438.1,70929,24.3,21.7,23.3,13.5,10.9
179.8,407.5,42839,26.1,9.5,26.8,18.1,14.6
196.3,425,37954,34.7,9.4,42.4,21.5,18.6
185.9,443.5,38895,28.1,15,29.3,17.2,22.7
201.9,442.2,43091,30.5,10.8,37.2,23.5,20.3
200.7,350,39135,50.1,4.6,37.1,18.1,20.2
187.7,427.3,38742,34.8,8.9,37.9,21.2,17.9
163.6,400.2,51222,28.2,12.9,33.7,21.6,16.8
198.4,438.4,61773,29.3,10.5,22.9,14.6,10.7
181.3,469,54458,19.6,20.2,33.9,15.8,15.6
200.1,484.3,48834,40,10.4,31.7,17.3,16
183.7,466.6,40862,37,10.6,37.2,21.5,18.6
187,410,48822,32.5,8.9,31.6,16.3,15.5
176.4,456.8,67655,26.9,18.5,26.3,13.4,9.9
142.1,387.8,41813,30.4,10.7,28.1,19.4,14.6
129,323.1,44817,35.2,6.6,23.9,12.7,17.8
215.6,522.6,41401,37.7,8.2,41.7,24.4,18.5
185.1,461.8,38224,27.8,10.3,31.7,20.8,21.5
66.3,211.1,34258,17.3,14,36.1,22.7,21.8
175.1,428.5,47834,39.5,7.4,41.5,21.2,14.9
160,428,64636,22.1,20.4,25,12.1,9.7
133.1,359.8,62376,37.1,8.1,18.3,10.1,11.2
166.8,325.4,37294,28.6,16,49,22.9,18.7
201.1,434.6,34340,39,10.3,42.5,21.9,20.1
148.3,345.2,39006,25.8,8.5,35.3,23.4,24.8
217.1,522.1,43654,35.9,6,38.7,19.9,16.9
169,419.5,43194,37.5,12.1,38.1,22,19
174.2,423,38607,38.8,13.3,37.7,20.2,18.1
174.4,399.9,46427,33.7,9.9,32.5,19.6,16.6
199.9,423.1,35701,44.8,7.7,51.5,24.8,19
182.2,369.6,32826,42.9,7.1,47.4,25.6,23.9
215.4,464.5,43087,45,8.1,39.9,21.6,18.6
202.5,443.3,51958,31.1,10.3,31.4,19,15.8
153.9,335.8,38000,30.7,10.8,38.3,18.2,20.3
205.8,412.8,50361,23.6,14.2,25,12.4,13.6
203.5,467.2,56444,30.7,10.1,31.4,17.4,14.1
182,382.6,55130,33.9,18.5,34.7,15.9,13.1
193.9,403.3,35772,35.7,9.6,36.2,22.3,22
178.8,275.6,49309,27.9,16.1,24.6,14.2,13.4
157.5,429.6,45363,25.6,17.1,31.2,17.7,18.1
168.2,425.4,51733,26.3,15.9,27.5,12.5,12.1
136.5,356.3,26699,22.2,6.6,42.2,31.2,35.4
211.3,457.8,44110,35,14.2,35.8,18.9,20.8
172.6,355.4,42780,37.5,11.4,46.7,23,15.5
138.2,350.1,60435,28.2,16.2,22,9,13.2
133.2,374.1,37527,35,11.2,40,25.3,20.9
164.3,441.1,58127,23.8,20.6,25.1,16.4,15.2
178.2,419.8,45559,29.1,16.8,31.4,16.6,15.9
178.9,424.4,38752,29.5,8.7,40.5,25.7,21.2
200.7,441.6,43618,31.3,17.2,40.5,20.1,14.2
155.8,385.4,40680,29.4,9.8,33.4,21,20.6
159.3,443,45261,30.3,14.7,31.2,15.3,15.6
190.7,500.3,36645,41.9,8.1,43.1,23,19.9
188.1,384.2,40442,41.8,7.7,41.8,19.1,19.3
186.3,424.5,46346,32.6,10.4,33.3,17.2,14.6
166.7,313,55918,39.4,6.7,27.4,15.8,14.3
152.7,342,37933,23.2,11.3,37.2,23.9,22.1
143.9,367.2,41437,26.6,12.8,34.5,22.5,22.2
182.9,424.9,43377,35.4,10.3,36.5,18.9,15.9
165.8,444.5,51003,31.3,12.7,30.5,17.3,15.8
164.6,472.7,39984,35.8,13.1,25.7,12.8,26.3
163.1,375.6,50589,31.4,13.7,28.8,19.3,16.1
180.8,481,44065,43.2,10.3,35.2,17.9,13.5
172.8,439.7,39444,43.5,13.1,39.5,19,15.4
173.6,434.6,40386,27.9,19,29.5,15.9,20.6
209.2,444.5,37911,39.3,10.3,36.8,17.3,19.2
186.1,473.6,37486,48.6,9.2,41.8,21.5,19
222.5,483.4,39232,41.3,10.2,41,19.8,18.3
179.4,365.2,33707,42.7,6.5,53.2,24.8,22.1
154.1,368.2,41652,44.4,12.9,36,17.1,14.4
150,398.7,44188,36.2,15.9,34,18.1,15.6
204.4,417.6,32662,39,8.2,41.8,24,22.1
216.3,529.5,33091,40.4,7,43.6,24.9,22.1
188.9,453.1,46185,29.1,18.2,29.7,17.2,16.5
187.3,461.5,40047,35.6,15.1,31.4,17.3,19.6
203.6,457.4,58976,33.6,12.1,26,14.2,10.6
183.4,472,49949,30.7,15.9,25.4,12.9,14.6
217.7,431.6,37581,41.9,11,37.4,18.6,19.4
183.2,430.9,36895,38.9,9.2,39.7,23.6,18.4
174.5,449.5,48128,42.4,13,32.2,14.5,13.4
178.5,412,39908,38.7,11.8,35.5,19.9,18.6
212,463.2,41891,47.7,8.6,30.1,15.3,14.3
191.5,468.8,53804,43.4,9.8,28,15.1,15.7
197.9,497.9,37597,49.5,10,35,15.5,20
203.2,470.4,47937,42.6,13,33.6,15.6,16.6
201.2,334,34863,34.2,8.4,37,22.8,22.2
141.8,433.8,35345,43.8,10.3,38.6,17.7,17
225.4,488.3,35363,36.4,7.9,41.8,22.3,20.4
187.4,287.4,40165,42.8,10.3,39.6,22.9,16.1
188.8,517.2,42088,38.5,12.8,34.2,18.1,18
180.7,405.5,38023,50.1,9.1,35,16.5,15
202.1,421.8,37360,42.5,11,38.5,22.6,17.4
270.5,476.9,30661,40.7,8,47.6,28.3,32.2
179.9,409.2,47158,43.4,13,29,14.7,13.9
140.3,422.7,41376,48.7,9.7,37.3,18.8,15.8
176.9,510,42105,42.3,7.8,39.2,20.3,16.1
203.7,425.7,36867,41.3,9,42.3,21.3,20.7
229.7,438.4,34631,41.3,6.8,43.3,26.2,23.3
185.9,296,45448,33.1,11.8,32.4,15.7,14.3
168.8,425,42956,41.2,14,26.8,13.3,20.2
167.7,341.6,29415,39.6,6.7,47.7,26.7,23.9
161.3,433.1,51958,46.6,12.6,27.4,12.2,10.2
190.2,389.4,31025,44.2,7.5,52.1,27,22.3
239.8,380.6,32120,37.8,7.8,47.5,28,28.7
174.4,437.7,50548,44.4,10.9,29.4,13.3,11.6
217.1,467.3,40038,32.2,11.5,35.7,20.1,17.6
163.8,423.3,40710,33.2,15.3,29,14.5,21.6
192.5,500.7,44408,43.8,9.3,37,19.4,18.9
152.6,425.1,70874,22.4,25,21.2,9.3,6.9
183.4,413.5,38344,38.8,10.4,39.4,21.8,18.1
196,521.6,47227,31.3,15.8,27.6,12.9,15.9
205,451.6,34684,41.7,12,38.7,17,18.6
205.2,369.8,51738,48.5,8.2,34.9,16.8,11.6
191.8,469.5,41346,38.9,9,39.1,21.4,18.3
204.2,472.9,51986,47.3,9.2,32.7,14.5,15.3
181.8,394.3,31820,44,5.7,48.6,25.9,21.5
236,455,30019,39.1,6.3,48.4,28.6,25.1
162.9,465.2,74220,26.1,23.3,19.2,8.2,6.8
178.8,372.7,33986,45.7,6.1,43.3,19.2,21.7
187.7,364.9,46874,42,9,32.6,13.7,13.1
216.8,513.8,40376,34.2,8.4,38.9,18.9,20.3
166,488.5,60093,22,24.4,26.6,13.6,9.6
205.8,445.9,41112,39.4,11.5,34.7,16.6,16.3
208.7,368.6,34644,45.9,7.9,38.1,18.7,18.2
195.4,329.9,38281,40.7,10.5,36.8,19.8,16.3
205.4,492.2,40532,42,8.5,39.6,21.7,20.9
210.7,381,27382,37.9,9.4,41.6,24.1,28.2
147.4,476.5,42498,46.4,8.8,36.8,18.3,16.6
206.6,439.5,38329,39.9,8.9,41.7,21.4,19
169.4,379.3,40642,40.1,10.9,43,19.7,16.2
196.5,425.4,36642,47.3,8.2,35,17.9,17.7
173.6,432.8,35731,35.5,12.4,38.8,20.3,18.7
161.3,385.3,33755,43.8,8.9,45.7,27.3,21.5
194.4,417,40267,41,10.1,37.4,18.6,17.5
177.6,453.4,52959,37,10.6,31.7,15.4,12.8
207,422.2,34581,42,4.3,42.8,25.9,25.5
240.5,520.2,30721,36.6,7.7,49.6,24.3,26.4
166.7,454.2,41561,40.5,10.1,31.8,17.7,17.8
171,347.7,38802,42.3,11,32.9,14.3,15.5
203.2,479.9,31600,40.8,7.2,44.9,27.5,22.7
214.3,485.1,35681,23.6,18.3,35.3,23.9,28.8
121.4,420.2,41602,30.1,19.8,29.3,11.5,15.1
140.6,422.9,38871,34.9,9.8,35.5,27.3,30.6
170.1,484.6,35740,28.1,15.9,35.4,22.4,25.2
163.7,358.7,49758,39.1,15.7,32.8,14.6,11.7
129.1,411.7,47520,28.4,20.4,34.2,14.5,12.7
165.2,453.7,42903,31.8,17.4,34.9,17,14.3
136.8,421.9,41004,34.5,17.5,38.7,22.9,19.4
197.5,444,47376,31.2,17.6,33.5,11.7,10.8
178.3,494.3,50540,35.6,14.2,30.6,10.3,11.7
196.9,426.1,38178,38.7,10.4,40.8,18.4,17.1
162,511.4,59102,37.6,11.5,23.8,7.7,8
150.6,516.8,47351,29.9,20.4,31.9,15.5,13.6
137.9,416.6,51569,20,31.8,19,9.9,13.9
198.9,477,33428,37.8,13.7,36.4,27.9,31.8
231,524.5,37316,42.8,16,38.4,16,20.1
113.2,348.1,47902,36,16.1,40.3,15.9,14.4
178,485.1,43509,28.3,16.3,34.2,19,17.6
185.5,445.4,61575,28.6,23.1,30.9,11.8,10.4
179.5,507.5,43272,37.7,25.1,34.4,14,14.6
194.4,520.6,46926,39.9,10.3,40.9,24.4,19.6
173.8,478.7,43104,34.5,14.2,36.3,18.6,18.9
157.1,511.8,94334,27.3,21.8,22.5,8.8,6.3
138.8,435.2,56866,27.3,19.3,37.4,26.5,15.4
188.4,536.3,59925,29,16.2,31.9,15.9,13
161.7,514.4,70299,32,18.4,31.6,20.2,14.5
142.9,502,83162,23,22.2,36,22.4,14.7
183.7,498.7,43518,36.1,11,37.8,20.5,18.9
174.2,508.7,71885,25.9,23,27.1,11.2,7.2
175.7,482.8,56508,30,16.4,35.1,19.1,13.2
172.8,468.2,48718,38.5,11.2,38.4,18.6,15.9
184.2,510.4,48135,38.9,10.1,39.7,21.8,15.4
162.7,494.3,49809,34.6,11.9,35.9,16.3,14.2
178.7,467.1,46849,37.6,11.1,39.9,20.7,16.6
163.8,528,85886,29.3,18.7,26.2,12,7.7
178.8,474.3,48908,34,12.3,41.4,23.7,16.3
160.5,503.6,52195,35.9,14.5,33.9,16.5,11.4
159.5,479.8,51880,19.8,22.2,24.9,13.1,18.7
170.8,477.4,56718,30.2,16.5,34.7,17.8,13.7
177.9,511.3,54585,33.3,15,36.5,16.8,13.3
198.4,534.1,47547,41.6,11.7,39.3,19.7,14.6
175.5,506.7,49191,37,12.3,34.7,18.1,12.9
145.3,486.7,83152,20.3,23.7,28,14.8,10.4
181.1,577.4,53783,40.8,9.7,34.2,16.1,12.3
178.4,495.3,48368,34.5,12.2,35.1,17.2,14.5
178.7,469.1,41296,28.5,14.8,35.1,20.7,17.9
174.4,457.3,43043,39.4,9.3,39.2,20.9,16.4
157.1,452.5,35266,33.7,11.7,43.4,21,20.5
186.1,431.1,32508,41.6,6.6,41.5,25.5,25
169.3,464.7,36488,31.5,12.7,42.4,19.6,20.9
152.8,421.7,37131,30.5,11.1,37.8,18.1,19.8
194,524.2,40357,33.2,11.2,43.6,21.9,18.8
175.3,430.4,31217,40.3,7.4,46.1,25.8,27.7
161.4,381.2,33521,33.2,9.4,43.9,25.1,25.6
169.2,419.2,47387,27.3,16.8,44.1,20.2,15.7
162.7,475.7,47296,24.7,22.2,33.9,18.4,13.9
188,493,39275,29.8,10.7,41.1,23.6,20.5
173.6,499.6,55250,28,18.9,27.2,15.3,12.2
195.5,453.4,38653,31.6,9.7,40.5,24.6,18.8
143.8,417.4,61730,23.2,14.5,27.9,12.3,9.7
191.5,501.8,48824,27.7,15.7,38.7,17,14.7
188.2,487.1,42730,35.3,7.6,44.5,23.5,19.9
176.4,444.3,45080,30.3,14.6,33.6,18.5,16.2
146.8,427.6,56797,23.3,19.1,36.4,16.7,13.9
179.9,457.2,34620,33.2,11.6,47.3,24.4,21
189,437.7,38887,33.7,12,44.5,26.3,23.2
163.6,463.1,37072,29.3,12.3,46.6,23,18.5
194.3,481.6,39444,34.6,9.8,39.8,22.7,21.1
193.6,417.5,34321,31.7,8.2,44.4,25.9,24.3
181.1,457.8,43972,27.9,14.6,36.2,16,16.4
186.1,450.8,42582,26,15.3,34.8,19.2,17.6
199,400.5,58024,29.3,15.6,25.1,10.4,11.2
163.2,442.5,54642,24.4,20.2,31.2,15.3,11
177.5,488.6,43346,33.2,13.5,36,21,16.9
169.3,491.1,47592,31.7,16.5,33.7,17.9,13.8
164.5,410.9,34109,30.1,7.3,41.4,25.3,27.7
192.1,446.1,31615,35.7,7.1,45.9,27.6,25.9
179.9,490.7,45944,25.6,20.9,31.6,18.5,19.7
183.4,472.1,48166,31.3,13.6,35.4,20.9,15.4
193.5,482.3,42056,30.1,13.5,34.9,20.5,16.7
171.5,370.9,48413,37.5,8.8,37.7,21.6,15.6
160.7,405.8,33824,34.9,9.7,43.9,22.5,20.6
188.4,519.2,49342,31.1,12.6,35.4,20.3,15.9
183.2,440.8,37263,31.5,7,40.8,25.9,28.3
163.9,500.9,44828,24.6,22.4,30,18.5,17.3
199.5,472.6,31674,35.8,8.5,46.3,26.5,23.5
182.9,468.2,45380,30.8,13,32.2,18.5,20.5
157.6,453.4,42812,28.6,14.7,41.9,20,15.2
151.8,468,47286,26.4,18.3,40.3,18.5,12.9
184.3,434.1,30056,32.9,9,45.1,27,25.8
191.8,424.7,44175,27.5,14.8,35.1,22.5,19.5
240.8,521.3,28341,36.2,4.7,48.4,30.2,25.7
211.2,435,38338,37.9,7.2,38.2,18.3,20.3
185.7,562.7,29067,39.1,9.6,45.9,26.1,27.8
199.4,524.8,43390,37.8,11.8,35.8,19.3,15
202.5,490.6,38544,42.1,8.7,40.2,22.7,19.9
163.8,343.2,30556,42,4.4,51,34.7,32.4
258.6,549.3,30333,48.6,4.3,51.2,31.1,29.8
176,496,48552,20.6,23.6,26.4,14.7,19.8
191.3,528.5,35878,38.9,7.1,40.6,23.3,19.3
248.2,550.3,30127,34.7,6,53,34.6,31.1
215.7,512.2,49400,31.8,16.5,32.5,15.3,12.9
240.2,495.8,30671,34.8,7.9,49.1,26.2,31.2
234.4,516,45483,44.2,7.1,33.6,23.1,16.7
204.6,516.6,43647,38.8,9.9,37.7,21.9,18
205.4,513.7,46226,44.8,7.7,34.5,18.4,16.9
201.1,502.7,39247,36.7,10.5,39.5,24.1,17.7
230.6,544.2,35726,42.2,4.5,42.6,24.5,21.7
195.3,435.4,33640,46,6.2,42.9,24.6,21.5
211.9,531.3,42452,37.4,10.9,41,22.6,16.4
223.6,417.3,50358,46.8,7.2,36.2,18.7,13.8
202.2,512.4,50407,32.1,13,33.7,16.4,14.3
277.1,504.8,26351,35.6,6.6,53.4,34,34.2
196.4,500.9,41406,42.5,9.1,36.7,21.5,18.5
243.5,519.5,38038,41.3,5.9,42.2,24.8,23
202.4,477.1,43040,36.6,10,38.2,20.5,18.1
233.2,564.5,43799,44.6,6.9,37.7,20.6,18.3
197.8,429.2,41588,41.2,5.3,45.7,25.4,18.4
196.7,492.4,42477,39.5,8.5,34.9,18.8,16.9
211.7,447.9,45168,44.2,9,31.9,13,14.6
185.8,396.8,54086,42.6,12.9,29,15.1,11.1
208.3,469.1,44762,43.6,9.1,33.9,17.3,13
170,427.8,46466,40.3,10.5,28.3,13.6,11.8
202.3,487.6,40234,41.5,10.6,36.8,18.3,20
197.4,445,41077,41.1,8.5,36.1,18.2,15.5
146.5,397.9,89861,15.9,35.5,14.8,6.2,4.9
184.8,456.4,68334,33.3,18.4,23.4,9,6.9
183.5,438.5,56787,41.9,10.4,30.3,13.6,10
167.4,455.2,70358,28.9,23.5,19.8,8.4,6.4
191,468.4,41955,43.5,10.2,34.5,16,15.5
172.2,422.9,47433,36.4,12.1,36.9,18.4,16.8
195.8,466.3,49832,43.4,11.2,29.6,15.3,10.7
220.4,489.6,48368,48.1,9.8,29,14.2,14.9
204.7,474.1,55190,42.8,9.7,28.4,14.6,10.3
202.5,484.2,38663,48.6,6.6,34.8,18.7,19.9
169.5,453.4,45964,39.5,10.7,33.9,15.3,16.2
206,479.5,43783,47.4,6.8,35.4,18.7,17.5
165.1,430.4,58833,33.8,19.4,24.7,12.6,10.2
183.5,487.1,44077,37.8,9.7,34.1,18.7,17.4
187.2,447.8,54068,37.7,13.5,27,14.3,12
167.5,405.3,52003,33.1,5.9,23.8,13.4,10.9
195.2,478.8,50774,35.4,13.8,33.1,19.5,17.6
192.5,476,46243,39.2,10.9,34.7,20.1,17.9
197.2,466.2,45232,42.9,9,33.9,16.8,12.5
195.2,468.7,44730,39.1,11.9,37.9,19.3,16.7
201,448.5,42700,28.5,18.5,34.5,22.9,21.3
163.7,448.8,52508,40.5,11.5,30.1,16.4,10.9
194.4,527.7,48381,43.1,6.6,32.1,16.7,13.5
183.5,424.4,41065,42.7,7.7,37.4,19.7,17.1
168.5,428.7,43841,22.3,22.3,21.6,11,24
171,420,46945,44.2,10.6,33.2,18.5,12.3
200.8,490.3,54849,41.6,10.2,29.2,15.3,11.5
194.1,427.8,51285,49.5,6.5,33.8,17.4,11.5
186.5,416.9,50997,41.1,10,28.8,14.8,11.1
195.6,535.7,51403,49.4,9.2,29.8,13.2,11.1
201.5,475.2,39572,46.5,7.1,38.1,21.3,18
215.1,494.2,46001,43.7,6,35.8,19.5,15.4
171.8,425,42056,40.5,9.1,36.5,20.4,17.5
208.1,451.1,44623,51.2,6,32.2,15.5,15.5
174.1,412.1,47217,46.7,7.4,34.5,13.9,11.3
178.4,476.7,63030,35.2,16.6,24.7,11.4,10
168.7,450.8,59975,39.5,14.1,27.6,11.7,10.7
183.2,463.7,43770,46.2,8.1,36.6,19.3,14.2
197.1,444.2,49467,42.8,8.7,28.2,13.4,13.5
198.5,497.2,41577,44,7.3,38.3,20.9,16.1
201.4,452.9,52491,44.9,11.6,28.1,13.4,10.7
222,480.1,47418,47.4,8.7,33.4,17,14.4
180.3,459.6,46388,31.2,16.9,30.2,17.1,17.2
217,475.7,41649,42.6,8.3,35.9,20.1,17.6
184.1,484.7,54831,44.1,9.2,30.2,15.8,11.8
174.6,441.7,54468,43.6,9.1,28.5,12.2,9.3
222.9,493.9,43740,42.3,7.6,38.2,20.5,15.5
172.6,406.2,50078,38.1,13.7,30.5,15.9,12.8
206,442.8,43933,42.1,9.4,36.2,18.8,16.9
232.3,475,47606,46.6,6.5,37.1,20.1,17.4
169.1,452.2,46276,26.6,19.8,22,11.9,22.1
159.2,425.7,55008,40.5,13.3,31.7,14.4,9.5
192.3,479,47410,42.6,12.2,31.6,17.8,13.8
182.7,431.1,42622,34.5,15.8,31.7,17.6,17.7
209.6,504.9,44388,43.9,9.7,36.6,17.1,13.9
201.2,482,41260,33.6,13.8,34.3,19.6,20.2
185.3,452.3,45151,42.5,11,34.5,17.1,15.2
177.2,456.2,55925,43.8,12.4,31.5,13.7,9.9
165.1,449,65793,33.8,17,25.7,10.8,8.2
205.3,511.2,43573,45.9,6.2,36.1,19.1,16.2
202.8,477.6,40929,38.6,10.2,36.8,20.1,17.8
157,412.6,51182,41.8,11.8,31.1,15.2,10.7
206.3,460.9,50731,44.3,10.3,32.1,16,11.2
179.7,461.3,59266,42.3,11.5,27.8,13.8,9.4
178.9,440.7,48216,44.7,11.9,38,14.2,10.3
171.3,533.1,51929,39.1,11.1,38.3,15.1,12.2
142.4,428.5,45229,42.1,11.6,35.2,15.5,12.4
176.1,489.7,40422,36.3,12.9,40.4,19.4,17.5
176.9,477.8,50014,42.3,10.4,37.7,16.7,11.1
163.2,445.9,61931,36.4,16.3,29.9,11.8,8.8
170.9,488.7,51331,32.7,17.9,31.3,14.6,14.5
171,434.9,54186,34.8,17,31.5,11.8,10.4
129.8,430.9,62438,33.4,20.3,26.3,9.2,7.6
188.1,482.7,55781,42.9,13.1,27.5,11.9,10.7
149.1,426.3,50719,31,12.3,31.3,16.4,12.4
156.6,444.5,52273,40.8,11.1,31.3,13,9.9
181.5,528.1,49456,37,13.1,40.6,17.3,13.7
176.6,443.1,52367,40.6,15.2,31.5,12.6,9.9
218.8,470.8,46159,44.3,14.6,42.6,21.8,13.1
147.9,500.8,61423,37,15.5,31.3,12.7,7.9
154.2,493.5,49569,31.8,16,37,15.9,12
135.4,438.1,52894,35.6,14.4,33.6,11.8,9.6
161.9,467.7,50788,43.2,11.2,34.8,15.3,9.8
198.5,457.8,45413,44.6,9.7,37.3,18.2,14.4
171.5,477.7,51514,36.9,15.1,35.2,15,11.5
168.3,456.7,49018,44.5,12.3,36.6,15.5,10.8
191.8,483.1,48528,36.3,13.9,36.2,16.5,12.9
148.6,461.2,50370,35.8,10.6,36.4,18.3,11.6
132.6,438.9,79173,21.1,32.5,19.3,8.7,6.2
158.6,427.3,46750,37.4,11.8,32,15.2,15.4
209.1,458.3,36742,38.6,13.9,40,20.9,21.3
154.1,451.7,55958,44.1,9.9,29.8,12.8,8.9
170.1,508.3,45292,35.6,13.8,39.6,20.1,15.7
156.1,528.4,56551,29.6,19,37.2,14.8,7.4
210.3,443.8,33370,43.3,9.2,36.9,18.5,23.8
234.9,464.8,28716,43.9,6.3,46.2,22.1,32.3
216.4,482,34010,38,6.9,37.2,20.8,28.2
161.2,381.3,32815,36.5,6.6,44.6,25.4,25.4
159.8,326.4,29244,49.3,5.4,46,32.8,33.7
218.9,529.5,34604,31.5,6.2,48.1,34,29.8
199,463,36973,32.7,10.5,39.9,23.7,24.5
183.9,493.1,36303,33.6,8.7,37.4,24.8,28.6
201.3,467.9,34008,39.2,10.5,39.4,26.5,24.5
193.1,550.7,39453,34.9,13.9,45.5,19.7,18.1
193.7,404.5,32536,41.6,10.5,46.3,26.8,27.1
186,483.7,41141,35.8,11.1,33.5,18.8,19.5
197,486.8,32171,35.9,7.9,43.3,25.5,31.7
189.8,490.1,36886,38.7,6,42.1,23.6,28.1
159.3,471.7,40667,33.4,12.2,47,23.2,15.1
189.5,480.2,34867,35.4,6.9,45,27.9,25.9
212.7,420.9,39078,37.2,9.7,35.8,20.5,20
193.3,472.9,52082,35.6,12.5,30,15.6,15.6
180.1,405.3,34288,40.8,7.3,42.8,25.3,28.8
194.6,397.1,31623,42.3,8.1,42.1,25.8,28.9
186.4,463.6,36137,41.5,9.4,38.4,22.6,30.2
205.6,482.8,41093,42.1,7.8,35.8,20.9,25.5
143.1,295.7,33893,46.3,4.3,40.6,26.1,22.8
179.9,340.7,30264,54.8,4,44.5,31.7,38.9
144.6,469,42126,31.2,12.6,36.7,17.9,16.9
182.8,415.7,43731,28.9,8.5,31.8,20.8,20.7
195,451.7,32722,50,5.7,40.7,27.4,30.7
210,481.7,32042,43.4,8.7,43.4,25.2,26.7
178,463.9,34512,51.2,3.9,38.8,23.7,23.2
160,434.6,40382,41.1,6.5,39.2,25.7,22.6
147.6,402.7,51887,31.9,17.3,40.9,25.6,18.1
135,425.2,73985,26.4,21.6,30,13.8,9.8
149.4,392.2,58883,30,18.8,32.5,17.6,12.3
139.9,418.3,64916,31.2,17.6,31,18.4,13.1
151.6,469,57908,21.4,24.8,23.7,11.1,11.6
121,431.7,40777,35.4,13.1,43.8,16.4,14.9
151.5,378.7,44324,26.6,17.3,29.3,13.8,17.4
143.2,363.9,45504,39,15.6,32.7,15.7,13.4
222.2,468.9,46277,40.8,8,37.6,20.9,15.7
155.8,422.8,47292,29.4,12.6,30.9,18.4,15
94.4,380.7,63490,18,30.6,23.3,13.8,10.6
163.9,507.4,50874,27.8,17.5,37.8,13.9,15.6
175.5,454.1,45193,31.4,14.5,36.7,17.8,16.2
137.4,420.4,51440,27.5,19.1,28.7,15,15.5
161,394.4,42720,36.8,10,38.2,22.3,16.7
107.2,351.1,42907,36.5,11.3,35.7,19.1,14.8
154.8,458.6,43489,32,12.5,34.9,21.5,18
184.5,431.8,55770,35.5,14.6,28.3,11.6,11.5
133.7,345.3,45078,26.9,12.5,29.7,16.9,15.6
164.7,439.7,41304,34,12.1,45.1,19.1,16.6
160.5,447.3,42704,34.8,18.3,33.9,14,15.7
180,498.1,45049,27.9,11.2,33.2,15.2,14.4
136.3,360,50545,33.4,14.1,28.4,14.3,10.8
140.9,383.5,45578,34.2,14.9,32.4,16.5,15.1
190,533,41688,37.7,11.7,38.1,18.7,15.9
151.5,460.6,44669,33.1,8.9,37.6,22.4,17.1
162,375.5,39551,37.3,14.9,42.1,17.5,16.3
136.4,402.5,52428,30.8,15.3,29.9,16.2,11.5
147.6,441.3,46513,28.2,10.4,32.6,21,15.7
173.4,475.2,49061,28.4,15.7,31.6,14.9,12.9
